"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","element.preprod.eimis.incubateur.net/37.59.26.93","443","INFO","HTTP","",""
"pre_128cipher","element.preprod.eimis.incubateur.net/37.59.26.93","443","INFO","No 128 cipher limit bug","",""
"SSLv2","element.preprod.eimis.incubateur.net/37.59.26.93","443","OK","not offered","",""
"SSLv3","element.preprod.eimis.incubateur.net/37.59.26.93","443","OK","not offered","",""
"TLS1","element.preprod.eimis.incubateur.net/37.59.26.93","443","INFO","not offered","",""
"TLS1_1","element.preprod.eimis.incubateur.net/37.59.26.93","443","INFO","not offered","",""
"TLS1_2","element.preprod.eimis.incubateur.net/37.59.26.93","443","OK","offered","",""
"TLS1_3","element.preprod.eimis.incubateur.net/37.59.26.93","443","OK","offered with final","",""
"ALPN_HTTP2","element.preprod.eimis.incubateur.net/37.59.26.93","443","OK","h2","",""
"ALPN","element.preprod.eimis.incubateur.net/37.59.26.93","443","INFO","http/1.1","",""
"cipherlist_NULL","element.preprod.eimis.incubateur.net/37.59.26.93","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","element.preprod.eimis.incubateur.net/37.59.26.93","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","element.preprod.eimis.incubateur.net/37.59.26.93","443","OK","not offered","","CWE-327"
"cipherlist_LOW","element.preprod.eimis.incubateur.net/37.59.26.93","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","element.preprod.eimis.incubateur.net/37.59.26.93","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","element.preprod.eimis.incubateur.net/37.59.26.93","443","INFO","not offered","","CWE-310"
"cipherlist_STRONG_NOFS","element.preprod.eimis.incubateur.net/37.59.26.93","443","INFO","not offered","",""
"cipherlist_STRONG_FS","element.preprod.eimis.incubateur.net/37.59.26.93","443","OK","offered","",""
"cipher_order-tls1_2","element.preprod.eimis.incubateur.net/37.59.26.93","443","OK","server","",""
"cipherorder_TLSv1_2","element.preprod.eimis.incubateur.net/37.59.26.93","443","INFO","ECDHE-RSA-AES128-GCM-SHA256","",""
"cipher_order","element.preprod.eimis.incubateur.net/37.59.26.93","443","OK","server","",""
"FS","element.preprod.eimis.incubateur.net/37.59.26.93","443","OK","offered","",""
"FS_ciphers","element.preprod.eimis.incubateur.net/37.59.26.93","443","INFO","ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES256-GCM-SHA384","",""
"FS_ECDHE_curves","element.preprod.eimis.incubateur.net/37.59.26.93","443","OK","prime256v1 secp384r1 secp521r1","",""
"TLS_extensions","element.preprod.eimis.incubateur.net/37.59.26.93","443","INFO","'renegotiation info/#65281' 'server name/#0' 'EC point formats/#11' 'supported versions/#43' 'key share/#51' 'supported_groups/#10' 'max fragment length/#1' 'application layer protocol negotiation/#16' 'extended master secret/#23'","",""
"TLS_session_ticket","element.preprod.eimis.incubateur.net/37.59.26.93","443","INFO","no -- no lifetime advertised","",""
"SSL_sessionID_support","element.preprod.eimis.incubateur.net/37.59.26.93","443","INFO","yes","",""
"sessionresumption_ticket","element.preprod.eimis.incubateur.net/37.59.26.93","443","INFO","not supported","",""
